Problem,Status,User time,Failure,Version,Preprocessing time,...number of literals in the above,...of the previous two non-trivial,...of these trivial,...remaining for further processing,...subsumed,BW rewrite match attempts,BW rewrite match successes,Backward-rewritten,Backward-subsumed,Clause-clause subsumption calls (NU),Clauses deleted for lack of memory,Condensation attempts,Condensation successes,Contextual simplify-reflections,Current number of archived clauses,Current number of archived formulas,Current number of processed clauses,Current number of unprocessed clauses,Equation resolutions,Factorizations,Generated clauses,Initial clauses,Initial clauses in saturation,Maximum resident set size,Negative unit clauses,Non-unit clause-clause subsumptions,Non-unit-clauses,Other redundant clauses eliminated,Paramodulations,Parsed axioms,Positive orientable unit clauses,Positive unorientable unit clauses,Processed clauses,Proof object clause conjectures,Proof object clause steps,Proof object conjectures,Proof object formula conjectures,Proof object formula steps,Proof object generating inferences,Proof object given clauses,Proof object initial clauses used,Proof object initial formulas used,Proof object simplifying inferences,Proof object total steps,Proof search given clauses,Rec. Clause-clause subsumption calls,Removed by relevancy pruning/SinE,Removed in clause preprocessing,Rewrite failures with RHS unbound,System time,Total time,Unit Clause-clause subsumption calls,Filename,Heuristic,Type,Equational
ALG025+1.p,T,0.019,success,1.9.1pre005,0.017,515,31,28,171,111,5,5,31,0,0,0,0,0,0,203,0,140,282,0,0,0,568,562,4212,105,0,1,0,0,12,34,0,311,37,54,40,3,5,0,22,22,3,34,59,172,0,0,6,0,0.001,0.020,23,172404228.txt,0010_evo,general,equational
ALG026+1.p,T,0.447,success,1.9.1pre005,0.141,31031,11100,482,2825,4240,165,165,1861,145,416103,0,0,0,3952,4841,0,809,4074,0,249,9715,1862,1850,14352,99,6046,538,0,9456,32,172,0,7547,4,364,7,3,25,0,173,115,12,582,389,2825,76305,0,12,0,0.011,0.458,76489,172404230.txt,0010_evo,general,equational
ALG027+1.p,T,64.474,success,1.9.1pre005,0.626,188466,294195,2137,13969,84770,223,166,10065,2165,724231743,0,0,0,60898,26519,0,1420,25329,0,1201,294328,4526,4526,172636,115,128069,994,0,292808,56,311,0,100877,6,915,9,3,52,221,606,223,15,688,967,13970,49716491,0,0,0,0.145,64.620,784969,172404232.txt,0010_evo,general,equational
ALG028+1.p,T,0.019,success,1.9.1pre005,0.017,644,44,15,190,90,4,4,26,0,0,0,0,0,0,217,0,164,314,0,5,18,572,566,4220,120,0,1,0,13,12,43,0,296,34,34,37,3,3,0,16,16,1,17,37,191,0,0,6,0,0.001,0.020,32,172404234.txt,0010_evo,general,equational
ALG029+1.p,T,0.012,success,1.9.1pre005,0.009,1033,296,0,32,63,0,0,0,0,685,0,0,0,65,32,0,32,213,0,0,318,12,12,3304,1,128,29,0,318,5,2,0,95,28,36,31,3,7,10,19,10,3,10,43,32,617,0,0,0,0.002,0.014,0,172404236.txt,0010_evo,horn,equational
ALG030+1.p,T,0.013,success,1.9.1pre005,0.010,1130,312,0,33,60,0,0,0,0,688,0,0,0,63,33,0,33,231,0,0,342,12,12,3300,1,123,30,0,342,5,2,0,93,16,24,19,3,7,6,12,7,3,7,31,33,581,0,0,0,0.001,0.014,0,172404238.txt,0010_evo,horn,equational
ALG031+1.p,T,0.018,success,1.9.1pre005,0.013,622,476,1,298,37,3,3,66,15,75,0,0,0,11,379,0,217,132,0,90,503,235,235,4124,66,37,11,0,413,6,140,0,336,37,81,40,3,10,17,47,27,5,44,91,298,69,0,0,0,0.003,0.021,2145,172404240.txt,0010_evo,general,equational
ALG032+1.p,T,0.608,success,1.9.1pre005,0.606,8540,17,34,97,671,18,18,18,0,10300,0,0,0,527,115,0,79,35,0,0,0,820,820,7280,17,834,0,0,0,5,62,0,802,3,171,6,3,69,0,82,65,4,1059,240,97,10300,0,0,0,0.006,0.614,127,172404242.txt,0010_evo,horn,equational
ALG033+1.p,T,0.622,success,1.9.1pre005,0.622,8540,0,344,81,390,1,1,1,0,267,0,0,0,47,82,0,80,35,0,0,0,856,850,7192,17,74,0,0,0,5,63,0,815,3,158,6,3,73,0,67,67,5,1015,231,81,267,0,6,0,0.004,0.626,25,172404244.txt,0010_evo,general,equational
ALG034+1.p,F,-,maxtime,1.9.1pre005,0.055,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,172404246.txt,0010_evo,general,equational
ALG035+1.p,F,-,maxtime,1.9.1pre005,0.055,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,172404248.txt,0010_evo,general,equational
ALG036+1.p,T,0.010,success,1.9.1pre005,0.012,529,3,0,15,0,1,1,3,0,0,0,0,0,0,19,0,12,172,0,0,0,185,185,3280,10,0,0,0,0,7,2,0,16,5,12,8,3,7,0,5,5,4,4,19,16,0,0,0,0,0.002,0.012,0,172404250.txt,0010_evo,general,equational
ALG037+1.p,T,28.284,success,1.9.1pre005,0.139,336620,116886,544,3621,68068,34,34,152,669,90763140,0,0,0,154249,4446,0,2796,22087,0,208,140084,1242,1242,48980,106,200802,2621,0,139872,28,69,0,72233,3,366,6,3,42,88,209,106,16,252,408,3621,8768296,0,0,0,0.046,28.330,3267,172404252.txt,0010_evo,general,equational
ALG038+1.p,F,-,maxtime,1.9.1pre005,0.054,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,172404254.txt,0010_evo,general,equational
ALG039+1.p,T,0.012,success,1.9.1pre005,0.012,520,10,0,43,0,1,1,5,0,0,0,0,0,0,49,0,38,152,0,3,5,186,186,3280,32,0,1,0,2,7,5,0,44,5,9,8,3,6,0,4,4,3,3,15,44,0,0,0,0,0.001,0.013,41,172404256.txt,0010_evo,general,equational
ALG040+1.p,T,0.010,success,1.9.1pre005,0.009,44,17,0,16,0,0,0,0,1,4,0,0,0,2,17,0,15,12,1,0,23,12,12,3036,1,3,13,1,22,5,1,0,16,15,25,18,3,9,5,13,9,4,5,34,16,4,0,0,0,0.000,0.010,8,172404258.txt,0010_evo,horn,equational
ALG041+1.p,T,0.012,success,1.9.1pre005,0.010,232,92,0,32,3,2,2,3,1,69,0,0,0,9,36,0,28,61,1,0,117,12,12,3040,1,13,23,1,116,5,4,0,35,20,30,23,3,9,8,17,10,4,8,39,32,67,0,0,0,0.000,0.012,1,172404260.txt,0010_evo,horn,equational
ALG042+1.p,T,0.012,success,1.9.1pre005,0.010,31,111,0,136,15,5,5,45,7,7,0,0,0,0,188,0,84,12,0,23,105,109,109,3344,28,7,1,0,82,6,55,0,151,29,63,32,3,10,10,33,22,5,33,73,136,7,0,0,0,0.001,0.013,302,172404262.txt,0010_evo,general,equational
ALG043+1.p,T,0.041,success,1.9.1pre005,0.033,767,15,74,55,890,8,8,9,0,7838,0,0,0,678,64,0,46,59,0,0,7,1063,1063,5684,16,990,7,0,7,4,23,0,1019,4,102,7,3,53,7,46,34,3,101,155,55,5467,0,0,0,0.001,0.042,106,172404264.txt,0010_evo,horn,equational
ALG044+1.p,T,0.040,success,1.9.1pre005,0.034,767,11,182,52,841,4,4,5,0,5239,0,0,0,333,57,0,47,59,0,0,7,1127,1123,5752,17,499,7,0,7,4,23,0,1075,4,106,7,3,57,7,46,38,4,102,163,52,3576,0,4,0,0.002,0.042,102,172404266.txt,0010_evo,general,equational
ALG045+1.p,T,0.210,success,1.9.1pre005,0.012,949,16312,56,1099,2086,12,12,713,201,30004,0,0,0,1259,2118,0,81,361,0,147,16578,203,203,12288,36,3079,33,0,16327,30,12,0,3242,0,159,0,0,19,43,104,45,10,58,178,1100,9548,0,0,0,0.004,0.214,2472,172404268.txt,0010_evo,general,equational
ALG046+1.p,T,23.466,success,1.9.1pre005,0.012,22147,1513776,683,8701,16531,17,17,6095,2463,1690251,0,0,0,22641,17380,0,23,5131,0,1396,2015076,139,139,1265900,6,35212,0,0,2013560,30,17,0,25916,0,597,0,0,39,279,421,109,22,277,636,8702,53009,0,0,0,0.738,24.205,19084,172404270.txt,0010_evo,general,equational
ALG047+1.p,F,-,maxtime,1.9.1pre005,0.044,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,172404272.txt,0010_evo,general,equational
ALG048+1.p,F,-,maxtime,1.9.1pre005,0.056,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,172404274.txt,0010_evo,general,equational
ALG049+1.p,F,-,maxtime,1.9.1pre005,0.174,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,172404276.txt,0010_evo,general,equational
ALG050+1.p,F,-,maxtime,1.9.1pre005,0.063,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,172404278.txt,0010_evo,general,equational
ALG051+1.p,F,-,maxtime,1.9.1pre005,0.063,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,172404280.txt,0010_evo,general,equational
ALG052+1.p,F,-,maxtime,1.9.1pre005,0.067,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,172404282.txt,0010_evo,general,equational
ALG053+1.p,F,-,maxtime,1.9.1pre005,0.065,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,172404284.txt,0010_evo,general,equational
ALG054+1.p,T,0.014,success,1.9.1pre005,0.013,438,139,0,184,32,7,7,61,4,4,0,0,0,0,249,0,119,91,0,13,91,230,225,3516,99,4,12,0,78,7,8,0,216,3,41,6,3,7,4,22,14,5,18,48,184,4,0,5,0,0.002,0.016,301,172404286.txt,0010_evo,general,equational
ALG055+1.p,T,0.061,success,1.9.1pre005,0.020,5118,2045,23,560,741,4,4,87,110,14672,0,0,0,478,760,0,360,923,0,51,2234,611,586,5800,109,764,246,0,2180,7,5,0,1324,6,117,9,3,23,23,62,35,6,45,140,560,3701,0,25,0,0.000,0.061,826,172404288.txt,0010_evo,general,equational
ALG056+1.p,T,14.875,success,1.9.1pre005,0.023,192496,853833,449,8197,38695,13,13,4015,2812,5120742,0,0,0,46560,15054,0,1340,30917,0,1196,952126,648,648,505216,83,68141,1243,0,950900,7,14,0,47341,49,423,52,3,27,121,243,107,7,242,450,8197,690314,0,0,0,0.364,15.240,13942,172404290.txt,0010_evo,general,equational
ALG057+1.p,T,5.101,success,1.9.1pre005,0.021,1364760,348264,159,5352,19153,10,10,339,1699,1195212,0,0,0,24856,7390,0,3314,201904,0,705,385057,579,579,207332,107,38072,3195,0,384352,7,12,0,24664,102,787,105,3,33,322,500,149,7,410,820,5352,150919,0,0,0,0.150,5.251,9504,172404292.txt,0010_evo,general,equational
ALG058+1.p,T,0.128,success,1.9.1pre005,0.023,995,5123,102,886,2013,27,27,558,236,83297,0,0,0,1524,1697,0,75,187,0,89,4732,739,714,7120,31,2491,16,0,4626,7,28,0,3001,14,238,17,3,42,33,127,67,7,174,280,886,34782,0,25,0,0.005,0.133,4648,172404294.txt,0010_evo,general,equational
ALG059+1.p,T,123.022,success,1.9.1pre005,0.021,14273454,2883883,605,20135,316161,4,4,157,7099,83416336,0,0,0,782113,27392,0,12878,1562651,0,2161,3412982,670,645,1725348,109,1029825,12763,0,3410820,7,6,0,336901,8,453,11,3,48,118,250,116,7,213,501,20135,2913680,0,25,0,1.014,124.035,543,172404296.txt,0010_evo,general,equational
ALG060+1.p,T,60.608,success,1.9.1pre005,0.023,7421299,1873716,1522,12931,156703,11,11,962,5046,67146093,0,0,0,291576,18939,0,6923,997753,0,1729,2067269,707,707,1141920,111,392451,6789,0,2065540,7,23,0,171156,6,1586,9,3,51,798,1028,208,7,874,1637,12931,6680924,0,0,0,0.645,61.253,37461,172404298.txt,0010_evo,general,equational
ALG061+1.p,T,0.314,success,1.9.1pre005,0.016,65868,16888,42,1128,2665,4,4,86,165,59278,0,0,0,2148,1379,0,877,10318,0,205,18654,365,365,15440,108,3265,764,0,18449,7,5,0,3835,31,149,34,3,9,26,83,47,7,72,158,1128,9131,0,0,0,0.005,0.319,251,172404300.txt,0010_evo,general,equational
ALG062+1.p,T,0.029,success,1.9.1pre005,0.017,1252,704,4,357,227,4,4,81,57,1684,0,0,0,81,495,0,219,300,0,16,722,456,431,4472,108,205,106,0,706,7,5,0,588,17,91,20,3,22,19,49,29,5,39,113,357,635,0,25,0,0.002,0.031,224,172404302.txt,0010_evo,general,equational
ALG063+1.p,T,0.026,success,1.9.1pre005,0.019,794,524,174,289,246,29,29,191,55,702,0,0,0,67,537,0,42,136,0,21,349,493,493,4632,10,157,0,0,327,7,32,0,710,14,94,17,3,25,9,48,32,5,93,119,290,468,0,0,0,0.002,0.028,400,172404304.txt,0010_evo,general,equational
ALG064+1.p,T,2.086,success,1.9.1pre005,0.017,484607,108219,184,2731,10230,6,6,223,375,596303,0,0,0,12276,3356,0,2106,69854,0,587,124442,424,424,83148,113,18206,1975,0,123828,7,18,0,13145,114,360,117,3,33,106,210,89,7,186,393,2731,76623,0,0,0,0.044,2.130,6623,172404306.txt,0010_evo,general,equational
ALG065+1.p,T,0.044,success,1.9.1pre005,0.016,4732,1670,11,387,533,3,3,27,57,2876,0,0,0,150,471,0,303,906,0,67,1836,384,379,5160,110,317,188,0,1769,7,5,0,931,25,151,28,3,8,28,81,47,6,64,159,387,767,0,5,0,0.002,0.046,219,172404308.txt,0010_evo,general,equational
ALG066+1.p,T,0.041,success,1.9.1pre005,0.017,3827,1445,7,464,437,3,3,50,95,4052,0,0,0,171,609,0,319,757,0,30,1563,475,445,5276,110,385,204,0,1533,7,5,0,908,10,165,13,3,23,26,79,52,6,63,188,464,1519,0,30,0,0.003,0.044,219,172404310.txt,0010_evo,general,equational
ALG067+1.p,T,0.018,success,1.9.1pre005,0.019,752,296,181,222,186,27,27,170,9,131,0,0,0,19,403,0,42,129,0,10,135,512,507,4392,10,52,0,0,124,7,32,0,590,12,99,15,3,25,4,51,34,5,75,124,223,127,0,5,0,0.006,0.024,365,172404312.txt,0010_evo,general,equational
ALG068+1.p,T,0.478,success,1.9.1pre005,0.018,128668,35185,31,1559,3890,5,5,148,186,92486,0,0,0,2720,1894,0,1224,23111,0,305,37677,443,438,28524,115,4552,1101,0,37371,7,8,0,5480,36,377,39,3,33,101,209,97,7,178,410,1559,42838,0,5,0,0.018,0.496,2831,172404314.txt,0010_evo,general,equational
ALG069+1.p,T,0.009,success,1.9.1pre005,0.010,96,30,0,19,1,0,0,0,0,42,0,0,0,8,19,0,19,22,1,0,35,12,12,3040,1,9,17,1,34,5,1,0,20,14,22,17,3,7,4,11,8,3,7,29,19,40,0,0,0,0.001,0.010,2,172404316.txt,0010_evo,horn,equational
ALG070+1.p,T,0.012,success,1.9.1pre005,0.009,698,272,2,55,43,15,2,4,5,733,0,0,0,61,64,0,45,154,1,0,315,13,13,3304,1,109,34,1,314,5,10,0,100,19,33,22,3,9,8,19,10,4,18,42,55,653,0,0,0,0.002,0.014,0,172404318.txt,0010_evo,horn,equational
ALG071+1.p,T,0.511,success,1.9.1pre005,0.009,172854,34363,0,543,2188,1,1,1,70,81390,0,0,0,2422,614,0,472,29296,0,0,34503,13,13,34192,1,4680,469,0,34503,5,2,0,2731,113,127,116,3,11,58,70,13,5,60,138,543,53404,0,0,0,0.021,0.532,3,172404320.txt,0010_evo,horn,equational
ALG072+1.p,F,-,maxtime,1.9.1pre005,0.010,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,172404322.txt,0010_evo,horn,equational
ALG073+1.p,T,0.011,success,1.9.1pre005,0.009,313,134,2,47,8,5,4,7,1,148,0,0,0,22,55,0,38,76,1,0,174,14,14,3300,2,31,23,1,173,5,13,0,57,15,30,18,3,9,7,17,10,4,16,39,47,137,0,0,0,0.001,0.012,1,172404324.txt,0010_evo,horn,equational
ALG074+1.p,T,0.297,success,1.9.1pre005,0.010,32415,19278,70,710,1306,943,36,297,110,30304,0,0,0,929,1117,0,303,6033,0,0,20395,14,14,15708,2,2317,240,0,20395,5,61,0,2086,121,137,124,3,11,77,93,14,5,153,148,710,20734,0,0,0,0.009,0.306,1641,172404326.txt,0010_evo,general,equational
ALG075+1.p,T,0.014,success,1.9.1pre005,0.012,245,199,1,192,22,3,3,33,12,12,0,0,0,0,237,0,147,53,0,41,214,166,166,3756,45,12,5,0,173,6,97,0,215,30,62,33,3,10,12,35,21,5,32,72,192,12,0,0,0,0.002,0.016,898,172404328.txt,0010_evo,general,equational
ALG076+1.p,T,0.014,success,1.9.1pre005,0.012,142,233,0,211,22,5,5,61,9,9,0,0,0,0,281,0,141,31,0,46,227,166,166,3760,45,9,5,0,181,6,91,0,233,33,85,36,3,10,13,47,31,5,41,95,211,9,0,0,0,0.002,0.016,898,172404330.txt,0010_evo,general,equational
ALG077+1.p,T,0.013,success,1.9.1pre005,0.012,134,146,0,185,19,3,3,33,6,6,0,0,0,0,224,0,146,33,0,35,138,166,166,3760,45,6,4,0,103,6,97,0,204,20,52,23,3,10,8,28,19,5,27,62,185,6,0,0,0,0.002,0.015,898,172404332.txt,0010_evo,general,equational
ALG078+1.p,T,0.012,success,1.9.1pre005,0.012,163,223,1,195,22,6,6,58,12,12,0,0,0,0,265,0,125,51,0,41,214,166,166,3756,45,12,4,0,173,6,76,0,218,39,79,42,3,10,12,43,28,5,39,89,195,12,0,0,0,0.004,0.016,898,172404334.txt,0010_evo,general,equational
ALG079+1.p,T,0.013,success,1.9.1pre005,0.012,69,84,0,168,11,3,3,27,6,6,0,0,0,0,201,0,135,26,0,24,76,166,166,3492,45,6,1,0,52,6,89,0,179,20,52,23,3,10,8,28,19,5,27,62,168,6,0,0,0,0.002,0.015,898,172404336.txt,0010_evo,general,equational
ALG080+1.p,T,0.017,success,1.9.1pre005,0.012,34,474,11,239,100,10,10,111,22,109,0,0,0,0,373,0,106,24,0,61,491,166,166,3760,45,94,0,0,430,6,61,0,351,56,116,59,3,10,20,65,39,5,52,126,240,94,0,0,0,0.002,0.019,903,172404338.txt,0010_evo,general,equational
ALG081+1.p,T,0.015,success,1.9.1pre005,0.012,178,226,1,195,22,6,6,58,12,12,0,0,0,0,265,0,125,54,0,41,214,166,166,3760,45,12,4,0,173,6,76,0,218,42,76,45,3,10,12,42,26,5,39,86,195,12,0,0,0,0.001,0.016,899,172404340.txt,0010_evo,general,equational
ALG082+1.p,T,0.014,success,1.9.1pre005,0.012,256,263,1,199,24,4,4,44,14,15,0,0,0,0,257,0,141,68,0,43,279,166,166,3756,45,14,6,0,236,6,90,0,224,44,80,47,3,10,14,44,27,5,39,90,199,14,0,0,0,0.002,0.017,899,172404342.txt,0010_evo,general,equational
ALG083+1.p,T,0.013,success,1.9.1pre005,0.012,402,196,1,190,25,3,3,33,6,7,0,0,0,0,229,0,151,87,0,44,198,166,166,3760,45,7,9,0,154,6,97,0,216,22,63,25,3,10,8,34,24,5,27,73,190,7,0,0,0,0.003,0.016,898,172404344.txt,0010_evo,general,equational
ALG084+1.p,T,0.014,success,1.9.1pre005,0.012,268,333,1,204,29,4,4,57,7,17,0,0,0,0,268,0,140,74,0,53,345,166,166,3760,45,11,10,0,292,6,85,0,234,44,84,47,3,10,15,46,29,5,37,94,204,13,0,0,0,0.003,0.017,901,172404346.txt,0010_evo,general,equational
ALG085+1.p,T,0.013,success,1.9.1pre005,0.012,38,476,3,223,43,9,9,91,23,51,0,0,0,0,337,0,109,29,0,56,505,166,166,3760,45,38,0,0,449,6,64,0,269,62,104,65,3,10,23,61,33,5,50,114,223,38,0,0,0,0.006,0.019,902,172404348.txt,0010_evo,general,equational
ALG086+1.p,T,0.013,success,1.9.1pre005,0.011,55,131,0,194,14,5,5,53,9,9,0,0,0,0,256,0,132,20,0,30,117,166,166,3760,45,9,0,0,87,6,87,0,208,32,70,35,3,10,13,38,24,5,39,80,194,9,0,0,0,0.002,0.015,898,172404350.txt,0010_evo,general,equational
ALG087+1.p,T,0.013,success,1.9.1pre005,0.012,55,148,0,195,14,5,5,53,10,10,0,0,0,0,258,0,132,20,0,33,136,166,166,3760,45,10,0,0,103,6,87,0,209,29,75,32,3,10,13,41,27,5,39,85,195,10,0,0,0,0.002,0.016,898,172404352.txt,0010_evo,general,equational
ALG088+1.p,T,0.012,success,1.9.1pre005,0.012,69,84,0,168,11,3,3,27,6,6,0,0,0,0,201,0,135,26,0,24,76,166,166,3492,45,6,1,0,52,6,89,0,179,20,52,23,3,10,8,28,19,5,27,62,168,6,0,0,0,0.002,0.015,898,172404354.txt,0010_evo,general,equational
ALG089+1.p,T,0.014,success,1.9.1pre005,0.012,55,131,0,194,14,5,5,53,9,9,0,0,0,0,256,0,132,20,0,30,117,166,166,3760,45,9,0,0,87,6,87,0,208,32,76,35,3,10,13,41,27,5,39,86,194,9,0,0,0,0.001,0.015,898,172404356.txt,0010_evo,general,equational
ALG090+1.p,T,0.036,success,1.9.1pre005,0.029,336,23,197,100,743,3,3,3,0,7929,0,0,0,416,103,0,97,24,0,0,21,1041,1041,5528,34,665,21,0,21,4,42,0,1040,3,197,6,3,125,21,89,67,3,162,322,100,7929,0,0,0,0.000,0.036,580,172404358.txt,0010_evo,horn,equational
ALG091+1.p,T,0.038,success,1.9.1pre005,0.032,399,38,143,117,891,18,18,18,0,21299,0,0,0,690,135,0,99,33,0,0,21,1146,1146,6020,34,1132,21,0,21,4,44,0,1151,4,229,7,3,132,21,108,73,4,219,361,117,21081,0,0,0,0.004,0.042,1086,172404360.txt,0010_evo,general,equational
ALG092+1.p,T,0.036,success,1.9.1pre005,0.029,210,36,28,113,894,4,4,4,0,18668,0,0,0,718,117,0,109,19,0,0,33,1041,1018,5608,46,1140,34,0,33,4,29,0,1035,3,220,6,3,126,33,107,72,4,171,346,113,18668,0,23,0,0.002,0.038,1381,172404362.txt,0010_evo,general,equational
ALG093+1.p,T,0.057,success,1.9.1pre005,0.052,5410,38,127,121,903,18,18,18,0,24776,0,0,0,629,139,0,103,673,0,0,21,1786,1786,8240,34,1035,22,0,21,4,47,0,1151,4,229,7,3,136,21,108,73,4,224,365,121,23742,0,0,0,0.005,0.062,1141,172404364.txt,0010_evo,general,equational
ALG094+1.p,T,0.033,success,1.9.1pre005,0.029,322,31,114,106,794,11,11,11,0,8608,0,0,0,533,117,0,95,23,0,0,21,1011,1006,5540,34,885,21,0,21,4,40,0,1014,4,204,7,3,120,21,94,66,4,163,324,106,8607,0,5,0,0.004,0.037,563,172404366.txt,0010_evo,general,equational
ALG095+1.p,T,0.033,success,1.9.1pre005,0.029,336,31,93,106,814,11,11,11,0,7791,0,0,0,555,117,0,95,24,0,0,21,1011,1006,5556,34,917,21,0,21,4,40,0,1013,4,206,7,3,120,21,95,67,4,167,326,106,7790,0,5,0,0.004,0.037,562,172404368.txt,0010_evo,general,equational
ALG096+1.p,F,-,maxtime,1.9.1pre005,0.018,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,172404370.txt,0010_evo,general,equational
ALG097+1.p,T,0.946,success,1.9.1pre005,0.016,3650,45364,69,2271,6674,18,18,1151,878,226311,0,0,0,5579,4385,0,157,845,0,721,48648,341,336,25748,52,9529,87,0,47842,126,18,0,9014,0,881,0,0,28,398,591,167,17,316,909,2271,17848,0,5,0,0.014,0.960,6907,172404372.txt,0010_evo,general,equational
ALG098+1.p,F,-,maxtime,1.9.1pre005,0.021,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,172404374.txt,0010_evo,general,equational
ALG099+1.p,F,-,maxtime,1.9.1pre005,0.021,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,172404376.txt,0010_evo,general,equational
ALG100+1.p,F,-,maxtime,1.9.1pre005,0.023,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,172404378.txt,0010_evo,general,equational
ALG101+1.p,F,-,maxtime,1.9.1pre005,0.022,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,172404380.txt,0010_evo,general,equational
ALG102+1.p,T,2.054,success,1.9.1pre005,0.105,3660,58143,752,3203,27038,49,49,1029,1890,7829087,0,0,0,26417,6210,0,197,183,0,193,63778,3466,2962,27044,43,44905,100,0,63498,18,54,0,30994,5,1074,8,3,158,245,580,255,14,765,1232,3204,2222799,0,504,0,0.022,2.076,12177,172404382.txt,0010_evo,general,equational
ALG103+1.p,F,-,maxtime,1.9.1pre005,0.100,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,172404384.txt,0010_evo,general,equational
ALG104+1.p,F,-,maxtime,1.9.1pre005,0.066,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,172404386.txt,0010_evo,general,equational
ALG105+1.p,T,0.197,success,1.9.1pre005,0.141,10060,2829,215,676,1979,55,55,440,75,86951,0,0,0,368,1235,0,118,503,0,36,2670,1256,1256,9288,36,1115,0,0,2591,26,82,0,2871,3,291,6,3,39,43,171,87,13,249,330,677,61906,0,0,0,0.006,0.203,5275,172404388.txt,0010_evo,general,equational
ALG106+1.p,F,-,maxtime,1.9.1pre005,0.062,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,172404390.txt,0010_evo,general,equational
ALG107+1.p,T,0.195,success,1.9.1pre005,0.056,3560,7467,298,993,1516,50,50,533,212,82095,0,0,0,351,1905,0,82,178,0,149,7836,650,650,7988,31,888,1,0,7521,18,50,0,2808,29,523,32,3,32,112,313,132,14,466,555,994,20335,0,0,0,0.004,0.199,5793,172404392.txt,0010_evo,general,equational
